"Fnum","Time","Source","Destination","Protocol","Length","Info"
"216","0.002669","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3440, ID=00a0)"
"217","0.002676","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3456, ID=00a0)"
"218","0.002688","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3472, ID=00a0)"
"219","0.002696","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3488, ID=00a0)"
"220","0.002704","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3504, ID=00a0)"
"221","0.002716","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3520, ID=00a0)"
"222","0.002731","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3536, ID=00a0)"
"223","0.002743","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3552, ID=00a0)"
"224","0.002755","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3568, ID=00a0)"
"225","0.002766","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3584, ID=00a0)"
"226","0.002778","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3600, ID=00a0)"
"227","0.002792","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3616, ID=00a0)"
"228","0.002804","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3632, ID=00a0)"
"229","0.002815","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3648, ID=00a0)"
"230","0.002827","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3664, ID=00a0)"
"231","0.002838","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3680, ID=00a0)"
"232","0.002850","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3696, ID=00a0)"
"233","0.002864","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3712, ID=00a0)"
"234","0.002876","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3728, ID=00a0)"
"235","0.002888","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3744, ID=00a0)"
"236","0.002900","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3760, ID=00a0)"
"237","0.002914","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3776, ID=00a0)"
"238","0.002925","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3792, ID=00a0)"
"239","0.002937","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3808, ID=00a0)"
"240","0.002948","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3824, ID=00a0)"
"241","0.002960","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3840, ID=00a0)"
"242","0.002972","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3856, ID=00a0)"
"243","0.002984","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3872, ID=00a0)"
"244","0.002996","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3888, ID=00a0)"
"245","0.003009","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3904, ID=00a0)"
"246","0.003020","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3920, ID=00a0)"
"247","0.003032","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3936, ID=00a0)"
"248","0.003044","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3952, ID=00a0)"
"249","0.003057","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3968, ID=00a0)"
"250","0.003069","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=3984, ID=00a0)"
"251","0.003082","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4000, ID=00a0)"
"252","0.003096","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4016, ID=00a0)"
"253","0.003108","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4032, ID=00a0)"
"254","0.003120","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4048, ID=00a0)"
"255","0.003131","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4064, ID=00a0)"
"256","0.003143","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4080, ID=00a0)"
"257","0.003155","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4096, ID=00a0)"
"258","0.003167","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4112, ID=00a0)"
"259","0.003182","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4128, ID=00a0)"
"260","0.003193","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4144, ID=00a0)"
"261","0.003205","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4160, ID=00a0)"
"262","0.003216","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4176, ID=00a0)"
"263","0.003261","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4192, ID=00a0)"
"264","0.003269","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4208, ID=00a0)"
"265","0.003277","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4224, ID=00a0)"
"266","0.003284","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4240, ID=00a0)"
"267","0.003291","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4256, ID=00a0)"
"268","0.003299","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4272, ID=00a0)"
"269","0.003306","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4288, ID=00a0)"
"270","0.003313","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4304, ID=00a0)"
"271","0.003325","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4320, ID=00a0)"
"272","0.003337","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4336, ID=00a0)"
"273","0.003348","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4352, ID=00a0)"
"274","0.003363","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4368, ID=00a0)"
"275","0.003376","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4384, ID=00a0)"
"276","0.003388","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4400, ID=00a0)"
"277","0.003401","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4416, ID=00a0)"
"278","0.003413","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4432, ID=00a0)"
"279","0.003453","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4448, ID=00a0)"
"280","0.003486","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4464, ID=00a0)"
"281","0.003494","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4480, ID=00a0)"
"282","0.003501","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4496, ID=00a0)"
"283","0.003508","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4512, ID=00a0)"
"284","0.003516","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4528, ID=00a0)"
"285","0.003525","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4544, ID=00a0)"
"286","0.003532","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4560, ID=00a0)"
"287","0.003540","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4576, ID=00a0)"
"288","0.003551","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4592, ID=00a0)"
"289","0.003563","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4608, ID=00a0)"
"290","0.003577","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4624, ID=00a0)"
"291","0.003589","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4640, ID=00a0)"
"292","0.003601","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4656, ID=00a0)"
"293","0.003613","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4672, ID=00a0)"
"294","0.003625","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4688, ID=00a0)"
"295","0.003636","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4704, ID=00a0)"
"296","0.003647","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4720, ID=00a0)"
"297","0.003659","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4736, ID=00a0)"
"298","0.003673","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4752, ID=00a0)"
"299","0.003686","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4768, ID=00a0)"
"300","0.003698","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4784, ID=00a0)"
"301","0.003710","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4800, ID=00a0)"
"302","0.003723","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4816, ID=00a0)"
"303","0.003735","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4832, ID=00a0)"
"304","0.003747","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4848, ID=00a0)"
"305","0.003759","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4864, ID=00a0)"
"306","0.003771","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4880, ID=00a0)"
"307","0.003786","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4896, ID=00a0)"
"308","0.003799","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4912, ID=00a0)"
"309","0.003811","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4928, ID=00a0)"
"310","0.003822","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4944, ID=00a0)"
"311","0.003836","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4960, ID=00a0)"
"312","0.003848","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=4976, ID=00a0)"
"313","0.003860","10.0.0.2","10.128.0.2","TCP","42","24102 → 10792 [FIN, SYN, URG] Seq=0 Win=9253, bogus TCP header length (16, must be at least 20)"
"314","0.303985","10.0.0.2","10.128.0.2","IPv4","54","Fragmented IP protocol (proto=TCP 6, off=0, ID=00a0)"
"315","0.304014","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=16, ID=00a0)"
"316","0.304027","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=32, ID=00a0)"
"317","0.304038","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=48, ID=00a0)"
"318","0.304049","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=64, ID=00a0)"
"319","0.304060","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=80, ID=00a0)"
"320","0.304071","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=96, ID=00a0)"
"321","0.304083","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=112, ID=00a0)"
"322","0.304094","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=128, ID=00a0)"
"323","0.304105","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=144, ID=00a0)"
"324","0.304116","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=160, ID=00a0)"
"325","0.304127","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=176, ID=00a0)"
"326","0.304138","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=192, ID=00a0)"
"327","0.304149","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=208, ID=00a0)"
"328","0.304160","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=224, ID=00a0)"
"329","0.304171","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=240, ID=00a0)"
"330","0.304182","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=256, ID=00a0)"
"331","0.304195","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=272, ID=00a0)"
"332","0.304207","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=288, ID=00a0)"
"333","0.304218","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=304, ID=00a0)"
"334","0.304229","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=320, ID=00a0)"
"335","0.304241","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=336, ID=00a0)"
"336","0.304252","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=352, ID=00a0)"
"337","0.304263","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=368, ID=00a0)"
"338","0.304275","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=384, ID=00a0)"
"339","0.304286","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=400, ID=00a0)"
"340","0.304297","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=416, ID=00a0)"
"341","0.304310","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=432, ID=00a0)"
"342","0.304321","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=448, ID=00a0)"
"343","0.304332","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=464, ID=00a0)"
"344","0.304343","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=480, ID=00a0)"
"345","0.304355","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=496, ID=00a0)"
"346","0.304365","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=512, ID=00a0)"
"347","0.304376","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=528, ID=00a0)"
"348","0.304387","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=544, ID=00a0)"
"349","0.304398","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=560, ID=00a0)"
"350","0.304409","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=576, ID=00a0)"
"351","0.304420","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=592, ID=00a0)"
"352","0.304463","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=608, ID=00a0)"
"353","0.304475","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=624, ID=00a0)"
"354","0.304486","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=640, ID=00a0)"
"355","0.304505","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=656, ID=00a0)"
"356","0.304518","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=672, ID=00a0)"
"357","0.304528","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=688, ID=00a0)"
"358","0.304535","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=704, ID=00a0)"
"359","0.304542","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=720, ID=00a0)"
"360","0.304549","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=736, ID=00a0)"
"361","0.304556","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=752, ID=00a0)"
"362","0.304564","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=768, ID=00a0)"
"363","0.304576","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=784, ID=00a0)"
"364","0.304587","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=800, ID=00a0)"
"365","0.304598","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=816, ID=00a0)"
"366","0.304609","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=832, ID=00a0)"
"367","0.304621","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=848, ID=00a0)"
"368","0.304632","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=864, ID=00a0)"
"369","0.304643","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=880, ID=00a0)"
"370","0.304654","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=896, ID=00a0)"
"371","0.304665","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=912, ID=00a0)"
"372","0.304676","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=928, ID=00a0)"
"373","0.304688","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=944, ID=00a0)"
"374","0.304699","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=960, ID=00a0)"
"375","0.304711","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=976, ID=00a0)"
"376","0.304727","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=992, ID=00a0)"
"377","0.304738","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1008, ID=00a0)"
"378","0.304748","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1024, ID=00a0)"
"379","0.304760","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1040, ID=00a0)"
"380","0.304771","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1056, ID=00a0)"
"381","0.304781","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1072, ID=00a0)"
"382","0.304792","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1088, ID=00a0)"
"383","0.304803","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1104, ID=00a0)"
"384","0.304814","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1120, ID=00a0)"
"385","0.304826","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1136, ID=00a0)"
"386","0.304837","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1152, ID=00a0)"
"387","0.304849","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1168, ID=00a0)"
"388","0.304860","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1184, ID=00a0)"
"389","0.304872","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1200, ID=00a0)"
"390","0.304884","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1216, ID=00a0)"
"391","0.304895","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1232, ID=00a0)"
"392","0.304908","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1248, ID=00a0)"
"393","0.304919","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1264, ID=00a0)"
"394","0.304931","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1280, ID=00a0)"
"395","0.304944","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1296, ID=00a0)"
"396","0.304956","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1312, ID=00a0)"
"397","0.304968","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1328, ID=00a0)"
"398","0.304979","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1344, ID=00a0)"
"399","0.304992","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1360, ID=00a0)"
"400","0.305005","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1376, ID=00a0)"
"401","0.305017","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1392, ID=00a0)"
"402","0.305029","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1408, ID=00a0)"
"403","0.305041","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1424, ID=00a0)"
"404","0.305053","10.0.0.2","10.128.0.2","IPv4","50","Fragmented IP protocol (proto=TCP 6, off=1440, ID=00a0)"
